City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,el nido,11.1858,119.3956,26.16,77,86,5.62,PH,1707254443
363,pucon,-39.2822,-71.9543,18.73,92,100,1.85,CL,1707254444
364,sparti,37.0733,22.4297,11.08,48,0,2.01,GR,1707254444
365,jikamshi,12.1733,7.7742,19.9,20,61,4.72,NG,1707254444
366,tari,12.4086,4.4914,23.14,16,8,5.08,NG,1707254445
367,broken hill,-31.95,141.4333,15.48,50,61,7.15,AU,1707254446
368,suozhen,36.9539,118.1047,-4.26,81,4,1.89,CN,1707254446
369,gunupur,19.0833,83.8167,22.86,78,2,0.24,IN,1707254446
370,rumphi,-11.0186,33.8575,18.03,92,79,0.54,MW,1707254447
371,sorsk,54.0033,90.2467,-15.19,88,25,1.43,RU,1707254447
372,remire-montjoly,4.9167,-52.2667,26.02,94,75,2.06,GF,1707254448
373,whangarei,-35.7317,174.3239,21.63,68,38,1.23,NZ,1707254038
374,cabedelo,-6.9811,-34.8339,29.37,74,43,5.01,BR,1707254448
375,tome acu,-2.4189,-48.1522,27.7,80,80,1.77,BR,1707254449
376,lethem,3.3803,-59.7968,35.27,37,80,4.55,GY,1707254449
377,sisimiut,66.9395,-53.6735,-9.95,80,100,8.04,GL,1707254449
378,kabare,-2.4683,28.8242,16.49,90,32,0.47,CD,1707254450
379,saint-francois,46.4154,3.9054,7.58,87,100,2.57,FR,1707254450
380,floro,61.5996,5.0328,-1.02,47,0,3.6,NO,1707254270
381,nichinan,31.6,131.3667,9.82,72,96,2.53,JP,1707254451
382,live oak,36.9836,-121.9805,15.72,83,100,3.13,US,1707254452
383,solnechnyy,50.7214,136.6319,-29.43,97,31,1.52,RU,1707254452
384,levuka,50.1834,-105.4011,-2.1,62,55,3.01,CA,1707254452
385,tosontsengel,48.7567,98.2839,-28.79,97,82,0.18,MN,1707254453
386,tete,-16.1564,33.5867,31.05,66,40,0.0,MZ,1707254453
387,walvis bay,-22.9575,14.5053,20.53,83,96,0.0,NA,1707254321
388,taulaga,-11.0553,-171.0883,28.24,83,100,10.6,AS,1707254051
389,heunghae,36.1125,129.3522,-0.03,82,95,2.83,KR,1707254454
390,brisas barra de suchiate,14.55,-92.2167,31.1,68,5,5.69,MX,1707254454
391,concepcion,-36.827,-73.0498,22.89,73,20,3.09,CL,1707254454
392,ad dawadimi,24.5077,44.3924,9.64,37,0,4.34,SA,1707254455
393,berezovo,63.9381,65.0419,-18.85,99,99,2.35,RU,1707254455
394,ghat,24.9647,10.1728,13.47,31,5,2.48,LY,1707254456
395,paita,-5.0892,-81.1144,27.37,72,39,6.43,PE,1707254285
396,giporlos,11.12,125.4494,24.67,88,94,3.89,PH,1707254456
397,sierra grande,-41.606,-65.3557,38.12,9,86,10.43,AR,1707254456
398,jati,24.3539,68.2671,21.41,72,100,4.0,PK,1707254456
399,sokoni,-6.4333,39.55,28.32,80,60,4.73,TZ,1707254457
400,vallo della lucania,40.2297,15.2658,7.53,79,94,1.03,IT,1707254457
401,siracusa,37.0881,15.2792,12.4,62,39,1.98,IT,1707254457
402,n'zeto,-7.2312,12.8666,26.47,81,99,3.19,AO,1707254457
403,uturoa,-16.7333,-151.4333,28.06,85,100,12.13,PF,1707254255
404,tughyl,47.7252,84.2063,-16.83,94,53,1.35,KZ,1707254424
405,lukolela,-1.0605,17.1821,25.04,62,51,1.32,CD,1707254458
406,sengiley,53.9622,48.7944,-8.1,92,97,8.95,RU,1707254458
407,taber,49.8167,-112.1518,-3.89,90,23,5.66,CA,1707254458
408,tual,-5.6667,132.75,28.25,77,100,8.89,ID,1707254220
409,oranjemund,-28.55,16.4333,19.67,88,6,2.49,NA,1707254458
410,springbok,-29.6643,17.8865,16.06,67,60,2.62,ZA,1707254458
411,kpalime,6.9,0.6333,26.14,24,31,0.83,TG,1707254458
412,oyon,-10.6681,-76.7731,13.7,68,79,0.28,PE,1707254458
413,aki,33.5,133.9,4.97,75,50,2.64,JP,1707254458
414,al jawf,29.5,38.75,10.56,52,5,0.51,SA,1707254459
415,viqueque,-8.8673,126.3658,25.53,87,100,1.81,TL,1707254459
416,nili,33.7218,66.1302,-7.08,70,45,2.47,AF,1707254459
417,snowflake,34.5134,-110.0785,7.62,85,100,12.15,US,1707254459
418,constitucion,-35.3333,-72.4167,21.64,72,40,6.99,CL,1707254157
419,falaise,48.8922,-0.1953,11.51,80,97,8.22,FR,1707254459
420,adra,36.7496,-3.0206,16.88,46,4,3.18,ES,1707254459
421,longyearbyen,78.2186,15.6401,-10.09,67,20,7.2,SJ,1707254234
422,selfoss,63.9331,-20.9971,-7.98,86,87,3.64,IS,1707254459
423,penzance,50.1186,-5.5371,11.54,94,100,14.99,GB,1707254162
424,kiffa,16.6166,-11.4045,26.99,8,1,5.1,MR,1707254459
425,ceeldheer,3.8488,47.1806,25.73,88,84,7.45,SO,1707254459
426,pangai,-19.8,-174.35,29.06,70,75,4.12,TO,1707254459
427,manado,1.487,124.8455,24.43,94,20,1.03,ID,1707254276
428,sanctuary point,-35.1114,150.629,19.3,68,20,4.98,AU,1707254460
429,okhotsk,59.3833,143.3,-23.26,83,100,3.56,RU,1707254460
430,santo amaro da imperatriz,-27.6881,-48.7786,27.67,99,98,1.23,BR,1707254460
431,nemuro,43.3236,145.575,-8.13,74,37,1.74,JP,1707254251
432,tofol,5.3248,163.0078,27.84,76,99,7.08,FM,1707254228
433,sterling,39.0062,-77.4286,7.75,42,0,4.63,US,1707254169
434,sorong,-0.8833,131.25,26.84,78,100,3.85,ID,1707254460
435,kenitra,34.261,-6.5802,9.42,82,0,1.63,MA,1707254460
436,murray bridge,-35.1167,139.2667,15.07,84,4,1.95,AU,1707254460
437,northam,51.0333,-4.2167,13.14,97,100,12.55,GB,1707254460
438,kimbe,-5.5502,150.1429,25.77,90,98,0.86,PG,1707254460
439,dapa,9.7594,126.0531,25.59,82,99,1.44,PH,1707254461
440,tobol'sk,58.2,68.2667,-3.0,91,100,4.47,RU,1707254461
441,coahuayana de hidalgo,18.7,-103.6583,30.63,51,1,3.37,MX,1707254461
442,fort frances,48.5999,-93.4003,1.12,80,100,2.57,CA,1707254187
443,malabar,-33.9667,151.25,20.07,71,75,9.77,AU,1707254461
444,tanaina,61.6269,-149.4281,-0.44,69,0,5.14,US,1707254462
445,kohtla-jarve,59.3986,27.2731,-7.22,92,98,3.48,EE,1707254462
446,sinabang,2.4803,96.3801,26.58,81,71,0.5,ID,1707254227
447,kupang,-10.1667,123.5833,26.32,100,75,1.54,ID,1707254462
448,bixby,35.942,-95.8833,17.53,36,0,0.0,US,1707254462
449,conception bay south,47.4999,-52.9981,0.51,97,100,14.17,CA,1707254277
450,whakatane,-37.9585,176.9854,21.05,90,19,1.34,NZ,1707254278
451,kruisfontein,-34.0033,24.7314,22.16,84,65,4.8,ZA,1707254463
452,kasama,-10.2129,31.1808,15.77,96,93,1.72,ZM,1707254463
453,california city,35.1258,-117.9859,9.77,83,100,7.72,US,1707253912
454,ebon,4.582,168.6964,27.72,79,95,5.83,MH,1707254193
455,champerico,14.3,-91.9167,33.3,64,6,6.34,GT,1707254211
456,nurabad,34.0734,47.9725,-0.93,90,96,2.01,IR,1707254463
457,ulsteinvik,62.3432,5.8487,-4.03,73,100,0.89,NO,1707254464
458,antsiranana,-12.2787,49.2917,24.05,97,100,1.39,MG,1707254464
459,bokoro,12.3807,17.0568,22.92,17,21,6.2,TD,1707254464
460,fray luis beltran,-39.3167,-65.7667,39.24,17,25,7.89,AR,1707254464
461,esuk oron,4.8029,8.2534,26.8,75,95,0.53,NG,1707254464
462,coquimbo,-29.9533,-71.3436,20.6,74,14,4.09,CL,1707253997
463,hilo,19.7297,-155.09,24.6,75,100,3.13,US,1707254464
464,sungailiat,-1.85,106.1333,25.95,87,100,2.29,ID,1707253993
465,gurupi,-11.7292,-49.0686,29.28,75,48,1.95,BR,1707254324
466,likiep,9.8251,169.3107,26.87,79,75,7.49,MH,1707254465
467,bikenibeu village,1.3673,173.1241,28.34,77,97,4.97,KI,1707254465
468,balsas,-7.5325,-46.0356,28.95,63,100,1.65,BR,1707254465
469,illizi,26.4833,8.4667,12.89,25,38,5.22,DZ,1707254222
470,alice springs,-23.7,133.8833,21.23,76,88,6.69,AU,1707254312
471,noosa heads,-26.3833,153.15,25.62,83,33,5.35,AU,1707254398
472,ciudad insurgentes,25.2625,-111.7753,25.17,32,100,5.17,MX,1707254465
473,baihe,22.15,107.2333,10.38,89,100,2.28,CN,1707254465
474,mao,39.8885,4.2658,11.31,100,40,2.57,ES,1707254465
475,kibre mengist,5.8833,38.9833,15.25,47,5,0.99,ET,1707254191
476,jatai,-17.8814,-51.7144,23.17,78,100,1.12,BR,1707254466
477,tumpat,6.1978,102.171,25.99,89,20,1.03,MY,1707254466
478,puerto aysen,-45.4,-72.7,14.14,99,100,2.37,CL,1707254295
479,usta muhammad,28.1794,68.0445,17.88,45,99,4.81,PK,1707254466
480,shahrak,34.1074,64.3052,-6.32,72,97,2.33,AF,1707254466
481,bananeiras,-6.75,-35.6333,25.83,63,94,6.87,BR,1707254466
482,salekhard,66.53,66.6019,-24.49,100,100,0.87,RU,1707254274
483,north haven,41.3909,-72.8595,5.9,50,0,6.17,US,1707254466
484,santa elena de uairen,4.6167,-61.1333,27.07,54,72,2.51,VE,1707254466
485,dakhla,23.6848,-15.958,20.01,68,100,8.75,EH,1707254240
486,vredendal,-31.6683,18.5012,20.1,86,32,1.86,ZA,1707254467
487,socorro,31.6546,-106.3033,17.79,25,100,0.0,US,1707254467
488,pangody,65.85,74.4859,-19.4,100,79,2.54,RU,1707254467
489,cruzeiro do sul,-29.5128,-51.9853,30.29,74,100,4.73,BR,1707254467
490,debark',13.1561,37.8981,10.64,61,61,1.47,ET,1707254467
491,borogontsy,62.6683,131.1683,-34.31,99,100,0.92,RU,1707254467
492,port hueneme,34.1478,-119.1951,14.42,88,100,4.63,US,1707254468
493,raja,8.4596,25.678,22.41,19,40,2.08,SS,1707254468
494,suihua,46.6406,126.9969,-28.01,100,83,0.98,CN,1707254468
495,natal,-5.795,-35.2094,29.12,74,40,4.63,BR,1707254468
496,hami,42.8,93.45,-4.49,54,1,2.57,CN,1707254468
497,oriximina,-1.7656,-55.8661,32.49,50,67,2.55,BR,1707254468
498,hasaki,35.7333,140.8333,0.22,55,99,6.99,JP,1707254215
499,khabarovsk,48.4808,135.0928,-26.11,84,0,0.0,RU,1707254469
500,cockburn town,21.4612,-71.1419,25.29,74,0,13.84,TC,1707254230
501,thinadhoo,0.5333,72.9333,27.91,77,96,3.7,MV,1707254469
502,greymouth,-42.4667,171.2,17.89,73,69,0.62,NZ,1707254287
503,moramanga,-18.9333,48.2,20.1,99,100,0.47,MG,1707254469
504,grand falls-windsor,48.9332,-55.6649,-1.94,91,100,8.48,CA,1707254469
505,bad laasphe,50.9333,8.4,9.15,87,100,7.8,DE,1707254469
506,weining,26.85,104.2333,-1.03,87,64,2.55,CN,1707254470
507,acapulco de juarez,16.8634,-99.8901,29.9,58,20,4.63,MX,1707254034
508,anantapur,14.6833,77.6,24.05,54,0,1.84,IN,1707254470
509,batang,-6.4846,110.7083,25.11,90,100,0.98,ID,1707254470
510,al ghayzah,16.2079,52.176,22.99,66,50,2.12,YE,1707254270
511,calama,-22.4667,-68.9333,25.27,33,0,10.8,CL,1707254470
512,childress,34.4264,-100.204,16.14,51,0,6.17,US,1707254294
513,nueva guinea,11.6876,-84.4562,25.1,77,99,2.5,NI,1707254470
514,faaa,-17.55,-149.6,29.98,79,100,5.14,PF,1707254185
515,ravar,31.2656,56.8055,7.92,18,0,2.85,IR,1707254471
516,kayangel,8.0823,134.7173,27.37,77,100,9.59,PW,1707254249
517,geraldton,-28.7667,114.6,25.23,22,0,8.23,AU,1707254220
518,new martinsville,39.6445,-80.8576,9.82,46,1,1.79,US,1707254471
519,anna regina,7.2644,-58.5077,27.91,81,24,5.24,GY,1707254471
520,north bend,43.4065,-124.2243,10.69,81,100,3.6,US,1707254194
521,camocim,-2.9022,-40.8411,28.51,76,91,7.78,BR,1707254471
522,pathein,16.7833,94.7333,22.13,66,0,4.13,MM,1707254228
523,mopti,14.6667,-4.0,25.02,9,0,4.44,ML,1707254472
524,sukuta,13.4103,-16.7082,28.01,34,0,2.06,GM,1707254472
525,orkney,-26.9802,26.6727,21.71,23,0,1.39,ZA,1707254472
526,hailun,47.45,126.9333,-27.46,100,31,0.72,CN,1707254472
527,canavieiras,-15.675,-38.9472,26.97,78,77,2.65,BR,1707254472
528,ad dilam,23.9915,47.1627,13.23,38,0,3.2,SA,1707254472
529,zhaotong,27.3167,103.7167,-0.74,84,99,2.61,CN,1707254473
530,horsham,51.064,-0.3272,12.47,82,75,9.77,GB,1707254292
531,prineville,44.2999,-120.8345,6.39,75,100,3.6,US,1707254473
532,tashtagol,52.7657,87.8894,-16.8,99,95,1.56,RU,1707254473
533,tongchuanshi,35.0806,109.0897,-3.06,72,91,2.27,CN,1707254243
534,berdigestyakh,62.0989,126.6992,-23.61,99,100,1.31,RU,1707254473
535,masallatah,32.6167,14.0,15.07,41,10,2.52,LY,1707254473
536,kish,26.5578,54.0194,19.15,52,0,8.23,IR,1707254474
537,polyarnyy,69.1989,33.4478,-17.41,99,94,5.14,RU,1707254474
538,huarmey,-10.0681,-78.1522,27.44,68,20,4.83,PE,1707254272
539,kushiro,42.975,144.3747,-11.47,79,98,2.57,JP,1707254474
540,sosnogorsk,63.6023,53.8817,-25.81,100,100,0.45,RU,1707254474
541,magadan,59.5667,150.8,-22.25,80,99,3.41,RU,1707254196
542,bahia de kino,28.8333,-111.9333,15.43,82,100,2.7,MX,1707254474
543,as suwayq,23.8494,57.4386,20.94,50,93,3.87,OM,1707254474
544,puerto cabezas,14.0351,-83.3888,26.98,83,40,0.0,NI,1707254474
545,alesund,62.4723,6.1549,-4.03,85,0,1.54,NO,1707254475
546,lycksele,64.5954,18.6735,-11.07,85,100,0.51,SE,1707254480
547,pisco,-13.7,-76.2167,29.03,61,0,10.29,PE,1707254197
548,labrador city,52.9463,-66.9114,-8.23,47,96,0.45,CA,1707254026
549,taradale,-39.5333,176.85,23.9,73,2,1.34,NZ,1707254481
550,cururupu,-1.8283,-44.8683,26.76,86,70,2.31,BR,1707254269
551,kanniyakumari,8.0833,77.5667,25.19,77,29,7.78,IN,1707254481
